client_id,age_group,client_tier,preferred_channel,acquisition_channel,boutique_id,boutique_name,boutique_city,region,boutique_format,boutique_sales_tier,boutique_clienteling_maturity,boutique_wfj_focus_flag,boutique_digital_adoption_score,advisor_id,advisor_tenure_years,advisor_client_book_size,advisor_productivity_tier,primary_division,primary_category,secondary_category_interest,cross_category_flag,strategic_division_opportunity,last_purchase_days,purchase_frequency_12m,transaction_count_12m,total_units_12m,atv,upt,total_spend_12m,lifetime_spend,average_order_value,categories_purchased,relationship_tenure_years,high_value_client_flag,client_value_score,online_visits_90d,product_page_views_90d,fashion_page_views_90d,beauty_page_views_90d,wfj_page_views_90d,wishlist_additions_90d,high_intent_browsing_flag,app_engagement_score,last_campaign_type,campaign_sent_30d,campaign_open_30d,campaign_click_30d,campaign_conversion_30d,days_since_last_campaign,digital_campaign_click_rate,appointment_scheduled_flag,appointment_completed_flag,appointment_conversion_flag,days_since_last_appointment,appointment_count_12m,boutique_visits_12m,email_open_rate,email_opt_in_flag,sms_opt_in_flag,client_contactable_flag,preferred_contact_method,service_interaction_12m,return_or_exchange_12m,estimated_return_rate,client_satisfaction_score,service_recovery_flag,clienteling_touchpoints_90d,event_attendance_12m,advisor_follow_up_flag,repeat_purchase_probability_true,repeat_purchase_90d,estimated_clienteling_revenue,recency_score,frequency_score,monetary_score,rfm_score,engagement_score,digital_intent_score,campaign_engagement_score,service_risk_score,luxury_value_band,client_segment,recommended_action,predicted_repeat_purchase_probability,model_priority_group
C002207,25-34,New,Omnichannel,Social Media,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A11,2,202,Emerging,Fragrance & Beauty,Makeup,,0,Scale Opportunity,250,1,1,2,81.69,2.0,81.69,263.19,81.69,2,0,0,3.06,16,96,1,15,0,0,1,54.9,Reactivation,1,0,0,0,6,0.215,0,0,0,999,0,3,0.181,0,0,0,Do Not Contact,0,0,0.0,89.8,0,0,0,0,0.1044,1,2.13,1,2,1,4,11.6,41.2,25.0,5.1,Entry Value,Non-Contactable Client,Do not contact directly; monitor behavior and rely on owned-channel experience.,0.1451,Low Priority
C002208,55-64,Core,Online,Online Search,B009,Washington DC Boutique,Washington DC,Northeast,Mixed Boutique,Tier 3,Emerging,0,66,B009_A09,6,192,Core,Fashion,Handbags,Fragrance Discovery,1,Medium Strategic Value,338,5,5,5,2327.3,1.0,11636.5,27001.34,2327.3,4,3,0,7.01,11,22,7,6,1,3,1,23.7,WFJ Appointment Invite,1,0,0,0,21,0.085,0,0,0,999,0,0,0.556,1,0,1,Email,1,0,0.0,67.4,1,2,0,0,0.1892,0,286.25,1,5,4,10,20.1,30.7,25.0,31.3,Core Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.1604,Low Priority
C002209,25-34,Core,Boutique,Event,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A08,5,159,Emerging,Fragrance & Beauty,Skincare,Fashion Entry,1,Scale Opportunity,102,0,0,0,0.0,0.0,0.0,0.0,437.93,2,0,0,0.5,2,12,3,11,1,1,0,32.2,Beauty Replenishment,1,0,0,0,14,0.319,0,0,0,999,1,3,0.555,1,1,1,Email + SMS,0,0,0.0,85.6,0,2,0,0,0.2572,0,112.62,3,1,1,5,18.4,16.7,25.0,7.2,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.1826,Low Priority
C002210,55-64,High Potential,Online,Referral,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Makeup,Fashion Entry,1,Scale Opportunity,76,4,4,6,246.24,1.5,984.96,4071.08,246.24,1,4,0,5.93,12,72,6,17,4,5,1,42.5,Fashion Preview,1,0,0,0,30,0.466,1,0,0,34,0,2,0.414,1,0,1,Email,0,1,0.25,79.1,0,2,0,1,0.7601,1,187.16,4,4,2,10,28.7,52.0,25.0,25.5,Growth Value,Beauty-First Client,"Target with fragrance, skincare, or beauty replenishment campaign.",0.7726,High Priority
C002211,45-54,Core,Online,Event,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A13,5,217,Top Performer,Fashion,Handbags,Fine Jewelry Interest,1,Medium Strategic Value,67,2,2,4,4973.9,2.0,9947.8,26282.65,4973.9,2,1,0,6.56,12,72,12,3,8,0,1,73.1,Private Event,1,0,0,0,7,0.284,0,1,0,999,0,0,0.06,1,0,1,Email,2,0,0.0,85.4,0,4,0,0,0.6587,1,3276.19,4,3,4,11,24.9,45.6,25.0,7.3,Core Value,Cross-Category WFJ Prospect,Introduce Watches & Fine Jewelry discovery journey based on browsing and cross-category signals.,0.6875,Medium Priority
C002212,55-64,New,Online,Boutique Walk-In,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A02,5,95,High Performer,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,134,0,0,0,0.0,0.0,0.0,0.0,47.03,1,0,0,0.5,5,30,3,15,6,2,1,21.6,Fragrance Launch,1,1,1,0,29,0.427,0,0,0,999,0,0,0.413,1,1,1,Email + SMS,1,0,0.0,78.0,0,2,0,0,0.1711,0,8.05,2,1,1,4,21.9,46.8,80.0,11.0,Entry Value,Beauty-First Digital Client,Target with personalized beauty launch journey and digital-to-boutique conversion path.,0.1147,Low Priority
C002213,18-24,New,Omnichannel,Social Media,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A08,6,233,High Performer,Fashion,Ready-to-Wear,Shoes,1,Medium Strategic Value,44,1,1,1,3541.23,1.0,3541.23,3968.97,3541.23,1,1,0,5.64,14,98,9,2,4,2,1,45.8,WFJ Appointment Invite,1,1,0,0,25,0.335,0,0,0,999,0,4,0.299,1,1,1,Email + SMS,2,0,0.0,82.0,0,0,0,0,0.6933,1,2455.29,5,2,3,10,19.3,45.7,50.0,9.0,Entry Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.5751,Medium Priority
C002214,65+,Core,Online,Boutique Walk-In,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Makeup,Handbags,1,Scale Opportunity,195,4,4,8,298.1,2.0,1192.4,3023.84,298.1,2,1,0,5.28,17,51,3,12,5,1,0,71.1,Welcome Journey,1,0,0,0,20,0.236,0,0,0,999,1,0,0.309,1,1,1,Email + SMS,1,0,0.0,83.3,0,1,0,1,0.4505,1,134.28,1,4,3,8,27.6,31.9,25.0,8.4,Entry Value,Beauty-First Client,"Target with fragrance, skincare, or beauty replenishment campaign.",0.3396,Low Priority
C002215,45-54,New,Online,Event,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A03,2,218,High Performer,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,201,0,0,0,0.0,0.0,0.0,166.99,64.31,1,0,0,2.29,9,63,5,14,1,1,1,34.0,Welcome Journey,1,0,0,0,22,0.148,1,1,0,90,0,1,0.492,0,0,0,Do Not Contact,0,0,0.0,80.0,0,1,0,0,0.079,1,1.27,1,1,1,3,17.5,34.8,25.0,10.0,Entry Value,Non-Contactable Client,Do not contact directly; monitor behavior and rely on owned-channel experience.,0.0895,Low Priority
C002216,25-34,Core,Online,Online Search,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A14,0,152,Core,Watches & Fine Jewelry,Bridal / Occasion Jewelry,,0,High Strategic Value,295,1,1,2,12558.7,2.0,12558.7,33416.69,12558.7,3,0,0,6.01,2,4,3,7,11,0,1,48.3,Welcome Journey,1,0,0,0,16,0.328,0,0,0,999,1,1,0.327,1,1,1,Email + SMS,0,0,0.0,76.2,0,2,1,0,0.1145,0,1438.34,1,2,4,7,17.2,33.3,25.0,11.9,Growth Value,WFJ Opportunity Client,Recommend Watches & Fine Jewelry advisor follow-up and appointment consultation.,0.0763,Low Priority
C002217,55-64,Core,Online,Boutique Walk-In,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A11,3,162,Core,Fashion,Shoes,Fragrance Discovery,1,Medium Strategic Value,105,1,1,2,6304.25,2.0,6304.25,15661.37,6304.25,1,0,0,6.07,7,35,9,8,2,3,1,40.3,WFJ Appointment Invite,1,0,0,0,27,0.498,0,0,0,999,0,1,0.518,1,1,1,Email + SMS,1,0,0.0,83.9,0,1,0,0,0.431,0,2717.08,3,2,4,9,19.0,40.9,25.0,8.1,Core Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.3249,Low Priority
C002218,25-34,High Potential,Online,Referral,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A13,3,103,Emerging,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,11,3,3,8,1072.9,2.67,3218.7,10186.52,1072.9,1,0,0,5.75,9,45,3,8,2,3,1,39.2,Reactivation,1,0,0,0,26,0.416,0,0,0,999,0,1,0.508,1,1,1,Email + SMS,1,0,0.0,67.4,1,6,1,1,0.8845,1,616.81,5,4,3,12,31.5,39.8,25.0,31.3,Growth Value,Beauty-First Client,"Target with fragrance, skincare, or beauty replenishment campaign.",0.9038,High Priority
C002219,55-64,VIP,Boutique,Social Media,B009,Washington DC Boutique,Washington DC,Northeast,Mixed Boutique,Tier 3,Emerging,0,66,B009_A09,3,141,Emerging,Fragrance & Beauty,Skincare,,0,Scale Opportunity,14,4,4,9,475.93,2.25,1903.72,10193.78,475.93,3,6,1,8.32,6,12,2,11,1,0,0,20.6,Reactivation,1,1,1,1,25,0.261,0,1,0,999,1,7,0.737,1,1,1,Email + SMS,1,0,0.0,89.7,0,1,1,1,0.9491,1,451.69,5,4,3,12,39.9,23.2,100.0,5.2,High Value,VIP Loyalist,"Invite to private preview, exclusive appointment, or high-touch boutique experience.",0.9582,Top Priority
C002220,25-34,VIP,Boutique,Online Search,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A07,3,129,Core,Watches & Fine Jewelry,Bridal / Occasion Jewelry,Fashion Styling,1,High Strategic Value,43,6,6,6,42258.17,1.0,253549.02,1397565.52,42258.17,1,5,1,11.56,4,12,6,6,8,0,1,39.1,Beauty Replenishment,1,0,0,0,29,0.388,0,0,0,999,2,9,0.657,1,0,1,Email,0,0,0.0,82.6,0,6,1,0,0.979,1,41372.6,5,5,5,15,28.3,32.9,25.0,8.7,Ultra High Value,VIP Loyalist,"Invite to private preview, exclusive appointment, or high-touch boutique experience.",0.9902,Top Priority
C002221,45-54,VIP,Boutique,Boutique Walk-In,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A12,4,200,Core,Fashion,Handbags,Accessories,1,Medium Strategic Value,34,6,6,9,22378.69,1.5,134272.14,735016.3,22378.69,6,3,1,10.78,5,35,10,8,5,0,0,4.9,Beauty Replenishment,1,1,0,0,5,0.172,0,0,0,999,2,9,0.624,1,0,1,Email,1,1,0.167,61.1,1,4,1,0,0.9619,1,13991.96,5,5,5,15,24.3,15.0,50.0,47.4,Ultra High Value,VIP Service Recovery,Prioritize service recovery before any sales outreach.,0.9884,Top Priority
C002222,35-44,New,Boutique,Social Media,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A06,2,211,Core,Fragrance & Beauty,Skincare,Skincare,1,Scale Opportunity,217,0,0,0,0.0,0.0,0.0,109.59,171.31,3,1,0,2.35,5,10,6,13,0,1,0,27.3,No Recent Campaign,0,0,0,0,999,0.074,0,0,0,999,0,1,0.606,0,1,1,SMS,0,0,0.0,69.3,1,0,0,0,0.0506,0,5.63,1,1,1,3,15.8,13.7,0.0,30.4,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.0518,Low Priority
C002223,25-34,New,Boutique,Email Campaign,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A02,2,183,Top Performer,Fashion,Shoes,Fragrance Discovery,1,Medium Strategic Value,45,1,1,1,5148.35,1.0,5148.35,5424.97,5148.35,1,1,0,5.85,4,8,13,10,1,1,0,36.4,Welcome Journey,1,0,0,0,24,0.172,1,0,0,94,0,4,0.386,1,1,1,Email + SMS,0,0,0.0,90.7,0,1,0,0,0.5951,1,3063.75,5,2,3,10,16.3,17.4,25.0,4.7,Entry Value,New Client,"Enroll in welcome journey with brand story, service introduction, and first follow-up touchpoint.",0.4867,Medium Priority
C002224,25-34,Core,Online,Social Media,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A13,5,256,Emerging,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,103,0,0,0,0.0,0.0,0.0,83.87,319.8,1,1,0,2.25,14,42,8,8,0,1,0,35.5,No Recent Campaign,0,0,0,0,999,0.107,0,1,0,999,0,0,0.106,1,1,1,Email + SMS,0,0,0.0,80.5,0,0,0,0,0.1385,1,44.3,3,1,1,5,20.5,20.3,0.0,9.8,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.1408,Low Priority
C002225,18-24,VIP,Omnichannel,Email Campaign,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A08,5,267,Core,Fashion,Handbags,Shoes,1,Medium Strategic Value,34,6,6,8,17554.12,1.33,105324.72,548276.79,17554.12,3,5,1,11.02,9,63,6,4,2,2,1,88.8,Welcome Journey,1,1,0,0,26,0.311,0,0,0,999,3,16,0.554,1,0,1,Email,1,0,0.0,98.9,0,5,1,1,0.9965,1,17492.84,5,5,5,15,42.9,45.6,50.0,0.6,Ultra High Value,VIP Loyalist,"Invite to private preview, exclusive appointment, or high-touch boutique experience.",0.9939,Top Priority
C002226,35-44,Top Client,Online,Boutique Walk-In,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A09,3,159,Core,Fragrance & Beauty,Fragrance,Fine Jewelry Interest,1,Scale Opportunity,21,7,7,15,1228.49,2.14,8599.43,67893.39,1228.49,6,14,1,11.46,12,60,4,20,6,3,1,68.4,Fragrance Launch,1,0,0,0,3,0.612,1,1,0,87,4,2,0.258,1,0,1,Email,2,1,0.143,83.3,1,5,3,0,0.9929,1,792.88,5,5,4,14,38.7,54.7,25.0,35.7,Ultra High Value,VIP Loyalist,"Invite to private preview, exclusive appointment, or high-touch boutique experience.",0.9573,Top Priority
C002227,25-34,High Potential,Boutique,Social Media,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A06,3,159,Core,Watches & Fine Jewelry,Fine Jewelry,Fragrance Discovery,1,High Strategic Value,97,7,7,7,15292.99,1.0,107050.93,389551.47,15292.99,3,5,1,10.9,2,12,6,7,8,0,1,23.8,Welcome Journey,1,1,0,0,25,0.174,0,0,0,999,0,4,0.109,1,0,1,Email,1,1,0.143,78.3,1,1,0,1,0.7916,1,7868.68,3,5,5,13,17.6,27.2,50.0,38.2,Ultra High Value,WFJ Opportunity Client,Recommend Watches & Fine Jewelry advisor follow-up and appointment consultation.,0.7833,Top Priority
C002228,35-44,New,Boutique,Referral,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A04,1,190,Top Performer,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,30,2,2,4,173.82,2.0,347.64,589.13,173.82,1,0,0,4.2,6,36,7,15,3,0,0,57.2,Beauty Replenishment,1,0,0,0,26,0.14,0,0,0,999,0,4,0.224,1,0,1,Email,1,0,0.0,76.3,0,0,0,0,0.5193,1,90.27,5,3,2,10,15.2,22.7,25.0,11.9,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.5629,Medium Priority
C002229,25-34,VIP,Online,Social Media,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A05,3,285,High Performer,Fragrance & Beauty,Makeup,Skincare,1,Scale Opportunity,99,0,0,0,0.0,0.0,0.0,0.0,665.12,1,8,1,4.1,10,30,5,8,1,2,1,45.2,Beauty Replenishment,1,0,0,0,11,0.344,1,0,0,21,2,0,0.423,1,0,1,Email,2,0,0.0,100.0,0,2,1,1,0.5714,1,380.04,3,1,1,5,28.7,36.5,25.0,0.0,High Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.6486,High Priority
C002230,25-34,Core,Boutique,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A10,1,294,High Performer,Fashion,Accessories,Fine Jewelry Interest,1,Medium Strategic Value,178,2,2,4,4747.48,2.0,9494.96,25311.27,4747.48,1,3,0,6.94,0,0,8,5,6,0,0,43.7,Reactivation,1,0,0,0,22,0.134,0,0,0,999,1,3,0.258,1,1,1,Email + SMS,2,0,0.0,67.3,1,5,0,0,0.347,0,1070.78,1,3,4,8,18.0,14.8,25.0,31.4,Core Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.4071,Medium Priority
C002231,45-54,New,Online,Social Media,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A01,5,167,Core,Fashion,Handbags,Fine Jewelry Interest,1,Medium Strategic Value,195,1,1,2,3253.21,2.0,3253.21,4447.88,3253.21,1,0,0,5.46,11,22,18,1,8,2,1,51.5,Fragrance Launch,1,0,0,0,22,0.305,0,0,0,999,1,0,0.269,1,0,1,Email,0,0,0.0,82.4,0,1,0,0,0.2134,1,694.16,1,2,3,6,18.8,41.6,25.0,8.8,Entry Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.2017,Low Priority
C002232,18-24,Core,Omnichannel,Social Media,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A09,3,150,High Performer,Fashion,Ready-to-Wear,Fine Jewelry Interest,1,Medium Strategic Value,37,2,2,2,13221.96,1.0,26443.92,71151.08,13221.96,2,0,1,8.96,16,112,9,3,9,1,1,27.4,Welcome Journey,1,0,0,0,26,0.212,0,0,0,999,2,2,0.112,1,1,1,Email + SMS,2,0,0.0,96.6,0,1,0,0,0.7996,1,10572.07,5,3,5,13,18.6,44.4,25.0,1.7,Growth Value,Cross-Category WFJ Prospect,Introduce Watches & Fine Jewelry discovery journey based on browsing and cross-category signals.,0.7119,Medium Priority
C002233,55-64,New,Online,Event,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fashion,Handbags,Accessories,1,Medium Strategic Value,38,3,3,6,642.96,2.0,1928.88,2410.43,642.96,2,0,0,5.12,10,40,3,3,2,0,0,50.5,Fragrance Launch,1,0,0,0,1,0.457,0,0,0,999,0,0,0.317,1,1,1,Email + SMS,3,0,0.0,76.0,0,1,0,0,0.5816,1,373.93,5,4,3,12,16.2,23.4,25.0,12.0,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.4435,Medium Priority
C002234,55-64,Core,Boutique,Referral,B009,Washington DC Boutique,Washington DC,Northeast,Mixed Boutique,Tier 3,Emerging,0,66,B009_A15,1,140,Core,Watches & Fine Jewelry,Fine Jewelry,Fashion Styling,1,High Strategic Value,93,2,2,2,16963.68,1.0,33927.36,82416.62,16963.68,2,0,1,9.07,0,0,2,2,4,0,0,51.0,Private Event,1,1,0,0,25,0.175,0,0,0,999,0,2,0.567,1,1,1,Email + SMS,1,0,0.0,69.1,1,2,0,1,0.5579,1,6151.89,3,3,5,11,22.9,13.3,50.0,30.5,High Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.51,Medium Priority
C002235,45-54,Core,Online,Referral,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A03,6,172,Core,Fashion,Handbags,Fragrance Discovery,1,Medium Strategic Value,159,1,1,1,3736.47,1.0,3736.47,10476.67,3736.47,2,3,0,6.4,15,45,10,17,2,2,1,49.0,Beauty Replenishment,1,1,0,1,4,0.277,0,0,0,999,1,1,0.464,0,1,1,SMS,1,0,0.0,86.3,0,2,0,1,0.5857,0,2188.28,2,2,3,7,29.0,42.9,70.0,6.9,Core Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.4328,Medium Priority
C002236,35-44,Core,Omnichannel,Event,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A13,12,98,High Performer,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,277,3,3,7,401.37,2.33,1204.11,2692.86,401.37,1,3,0,5.64,16,96,14,11,2,5,1,31.3,Fragrance Launch,1,0,0,0,18,0.085,0,0,0,999,2,6,0.08,1,0,1,Email,1,0,0.0,82.6,0,1,0,0,0.3173,1,127.34,1,4,3,8,23.3,47.7,25.0,8.7,Entry Value,Digital High-Intent Client,"Use digital retargeting, wishlist follow-up, and appointment conversion prompt.",0.1945,Low Priority
C002237,55-64,Core,Online,Boutique Walk-In,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Watches & Fine Jewelry,Bridal / Occasion Jewelry,Fashion Styling,1,High Strategic Value,135,4,4,8,10033.03,2.0,40132.12,90161.32,10033.03,1,2,1,9.54,14,70,4,2,8,1,1,68.9,Welcome Journey,1,1,0,0,5,0.093,0,0,0,999,2,0,0.263,0,0,0,Do Not Contact,2,0,0.0,75.6,0,2,0,0,0.6609,0,1657.72,2,4,5,11,16.1,42.2,50.0,12.2,High Value,WFJ Opportunity Client,Recommend Watches & Fine Jewelry advisor follow-up and appointment consultation.,0.428,Low Priority
C002238,25-34,VIP,Omnichannel,Online Search,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A08,5,151,High Performer,Watches & Fine Jewelry,Fine Jewelry,Fashion Styling,1,High Strategic Value,154,2,2,2,60150.68,1.0,120301.36,706587.53,60150.68,1,4,1,10.94,21,84,1,0,7,1,1,53.0,Welcome Journey,1,0,0,0,22,0.399,0,0,0,999,5,11,0.382,1,1,1,Email + SMS,1,0,0.0,83.6,0,2,0,0,0.904,0,54377.62,2,3,5,10,32.3,45.7,25.0,8.2,Ultra High Value,At-Risk VIP,Prioritize advisor outreach with personalized re-engagement message.,0.8921,Top Priority
C002239,18-24,High Potential,Boutique,Referral,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A11,1,220,High Performer,Watches & Fine Jewelry,Watches,Watches,1,High Strategic Value,49,6,6,6,11868.43,1.0,71210.58,254387.26,11868.43,1,3,1,10.25,1,2,5,2,12,1,1,40.6,Reactivation,1,1,0,0,20,0.223,0,0,0,999,0,2,0.249,1,1,1,Email + SMS,1,0,0.0,100.0,0,2,1,1,0.9073,1,10768.56,4,5,5,14,21.8,31.7,50.0,0.0,Ultra High Value,WFJ Opportunity Client,Recommend Watches & Fine Jewelry advisor follow-up and appointment consultation.,0.9432,Top Priority
C002240,25-34,Core,Omnichannel,Email Campaign,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A08,5,95,High Performer,Fashion,Handbags,Accessories,1,Medium Strategic Value,28,1,1,1,4743.88,1.0,4743.88,10685.13,4743.88,1,4,0,6.66,14,84,10,3,3,1,1,44.8,Reactivation,1,1,1,0,2,0.273,0,0,0,999,0,3,0.666,1,1,1,Email + SMS,0,0,0.0,81.5,0,2,1,1,0.8936,1,4239.23,5,2,3,10,36.5,51.4,80.0,9.3,Core Value,Fashion-First Client,"Recommend styling appointment, new collection preview, or category expansion outreach.",0.894,Medium Priority
C002241,45-54,High Potential,Boutique,Boutique Walk-In,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A06,4,168,Core,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,92,3,3,5,322.59,1.67,967.77,3109.71,322.59,5,5,0,6.03,0,0,4,12,3,0,0,63.7,Reactivation,1,1,0,0,21,0.126,0,0,0,999,0,7,0.638,1,1,1,Email + SMS,0,0,0.0,84.2,0,0,1,0,0.7115,1,229.51,3,4,2,9,19.8,16.8,50.0,7.9,Growth Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.731,High Priority
C002242,18-24,VIP,Boutique,Social Media,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A15,4,162,Emerging,Fashion,Small Leather Goods,Shoes,1,Medium Strategic Value,185,3,3,4,12515.93,1.33,37547.79,195430.34,12515.93,4,6,1,10.6,5,30,12,4,1,0,0,27.9,Private Event,1,1,0,0,28,0.156,0,0,0,999,3,6,0.478,1,0,1,Email,0,1,0.333,74.0,1,2,2,1,0.7616,1,6195.99,1,4,5,10,29.8,15.0,50.0,45.1,Ultra High Value,VIP Service Recovery,Prioritize service recovery before any sales outreach.,0.8436,Top Priority
C002243,35-44,New,Omnichannel,Online Search,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A15,4,228,Core,Watches & Fine Jewelry,Fine Jewelry,Fashion Styling,1,High Strategic Value,83,0,0,0,0.0,0.0,0.0,203.44,8462.73,1,0,0,2.36,12,72,5,5,12,2,1,38.8,WFJ Appointment Invite,1,0,0,0,11,0.068,0,0,0,999,0,3,0.104,1,0,1,Email,0,0,0.0,82.1,0,0,0,1,0.2732,0,2312.37,3,1,1,5,22.0,41.8,25.0,9.0,Entry Value,New Client,"Enroll in welcome journey with brand story, service introduction, and first follow-up touchpoint.",0.2305,Low Priority
C002244,65+,Core,Online,Boutique Walk-In,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Beauty Services,,0,Scale Opportunity,33,2,2,3,175.82,1.5,351.64,870.98,175.82,1,0,0,3.84,9,36,4,11,3,1,0,73.2,Beauty Replenishment,1,1,1,0,12,0.436,0,0,0,999,0,2,0.508,1,0,1,Email,1,0,0.0,80.7,0,2,0,1,0.7141,0,125.56,5,3,2,10,33.5,40.3,80.0,9.7,Entry Value,Beauty-First Digital Client,Target with personalized beauty launch journey and digital-to-boutique conversion path.,0.7339,Medium Priority
C002245,55-64,Core,Boutique,Social Media,B009,Washington DC Boutique,Washington DC,Northeast,Mixed Boutique,Tier 3,Emerging,0,66,B009_A13,5,156,Core,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,179,2,2,4,102.91,2.0,205.82,462.82,102.91,2,2,0,4.38,0,0,5,19,2,0,0,16.8,Fashion Preview,1,0,0,0,6,0.418,0,0,0,999,1,4,0.726,1,0,1,Email,0,0,0.0,96.3,0,1,0,0,0.2661,1,27.38,1,3,1,5,17.0,15.2,25.0,1.9,Entry Value,Core Client,Maintain regular lifecycle communication and monitor for upgrade or churn signals.,0.2239,Low Priority
